tab	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
	This study		2.0	287.4	65.0	PF18-100a_LP-DIR-T	hargrave 2021-05-01 10:16:17	1.54e-07	5.37e-09	6.43e-10	7.42e-10	8	273	PF18-100a_LP-DIR-T-14	LT-T-Z:LP-DIR-T	g	14	pmagpy-4.2.24-1	PF18-100a	u	0	0	0.0	0.0	13	773.0
	This study		1.2	284.4	64.3	PF18-100a_LP-DIR-T	hargrave 2021-05-02 16:46:28	1.44e-07	2.67e-09	9.7e-10	7.389999999999999e-10	8	273	PF18-100a_LP-DIR-T-15	LT-T-Z:LP-DIR-T	g	15	pmagpy-4.2.24-1	PF18-100a	u	0	0	0.0	0.0	14	793.0
	This study		2.8	287.0	63.4	PF18-100a_LP-DIR-T	hargrave 2021-05-04 09:27:02	1.3e-07	6.25e-09	8.19e-10	8.150000000000001e-10	8	273	PF18-100a_LP-DIR-T-16	LT-T-Z:LP-DIR-T	g	16	pmagpy-4.2.24-1	PF18-100a	u	0	0	0.0	0.0	15	808.0
	This study		2.7	281.9	62.8	PF18-100a_LP-DIR-T	hargrave 2021-05-04 19:06:18	1.1800000000000001e-07	5.2900000000000006e-09	1.15e-09	8.91e-10	8	273	PF18-100a_LP-DIR-T-17	LT-T-Z:LP-DIR-T	g	17	pmagpy-4.2.24-1	PF18-100a	u	0	0	0.0	0.0	16	823.0
	This study		2.2	282.2	63.3	PF18-100a_LP-DIR-T	hargrave 2021-05-05 16:34:47	1.08e-07	3.87e-09	1.27e-09	9.16e-10	8	273	PF18-100a_LP-DIR-T-18	LT-T-Z:LP-DIR-T	g	18	pmagpy-4.2.24-1	PF18-100a	u	0	0	0.0	0.0	17	833.0
	This study		1.9	272.4	61.5	PF18-100a_LP-DIR-T	hargrave 2021-05-06 22:48:50	7.65e-08	1.9e-09	1.4800000000000003e-09	8.609999999999999e-10	8	273	PF18-100a_LP-DIR-T-19	LT-T-Z:LP-DIR-T	g	19	pmagpy-4.2.24-1	PF18-100a	u	0	0	0.0	0.0	18	843.0
	This study		4.3	260.2	62.2	PF18-100a_LP-DIR-T	hargrave 2021-05-08 20:07:51	5e-08	3.12e-09	2.0300000000000002e-09	6.51e-10	8	273	PF18-100a_LP-DIR-T-20	LT-T-Z:LP-DIR-T	g	20	pmagpy-4.2.24-1	PF18-100a	u	0	0	0.0	0.0	19	853.0
	This study		4.3	252.3	61.3	PF18-100a_LP-DIR-T	hargrave 2021-05-09 19:07:59	4.3899999999999996e-08	2.25e-09	2.26e-09	8.73e-10	8	273	PF18-100a_LP-DIR-T-21	LT-T-Z:LP-DIR-T	g	21	pmagpy-4.2.24-1	PF18-100a	u	0	0	0.0	0.0	20	863.0
	This study		4.2	289.1	52.6	PF18-100a_LP-DIR-T	hargrave 2021-05-11 09:55:10	4.27e-08	2.7800000000000003e-09	9.16e-10	1.06e-09	8	273	PF18-100a_LP-DIR-T-22	LT-T-Z:LP-DIR-T	g	22	pmagpy-4.2.24-1	PF18-100a	u	0	0	0.0	0.0	21	873.0
	This study		5.4	216.5	60.9	PF18-100a_LP-DIR-T	hargrave 2021-05-12 09:52:29	3.27e-08	1.93e-09	2.4e-09	5.86e-10	8	273	PF18-100a_LP-DIR-T-23	LT-T-Z:LP-DIR-T	g	23	pmagpy-4.2.24-1	PF18-100a	u	0	0	0.0	0.0	22	883.0
	This study		5.4	209.9	58.8	PF18-100a_LP-DIR-T	hargrave 2021-05-13 12:45:23	2.8300000000000002e-08	1.07e-09	2.44e-09	3.69e-10	8	273	PF18-100a_LP-DIR-T-24	LT-T-Z:LP-DIR-T	g	24	pmagpy-4.2.24-1	PF18-100a	u	0	0	0.0	0.0	23	893.0
	This study		6.4	191.0	56.7	PF18-100a_LP-DIR-T	hargrave 2021-05-14 12:14:07	2.65e-08	8.73e-10	2.8600000000000005e-09	1.94e-10	8	273	PF18-100a_LP-DIR-T-25	LT-T-Z:LP-DIR-T	g	25	pmagpy-4.2.24-1	PF18-100a	u	0	0	0.0	0.0	24	903.0
	This study		6.0	273.0	34.4	PF18-100a_LP-DIR-T	hargrave 2021-05-15 10:23:47	3.32e-08	3.0599999999999998e-09	1.46e-09	1.02e-09	8	273	PF18-100a_LP-DIR-T-26	LT-T-Z:LP-DIR-T	g	26	pmagpy-4.2.24-1	PF18-100a	u	0	0	0.0	0.0	25	913.0
	This study		7.4	171.0	63.2	PF18-100a_LP-DIR-T	hargrave 2021-05-16 12:14:53	2.73e-08	7.25e-10	3.53e-09	2.12e-10	8	273	PF18-100a_LP-DIR-T-27	LT-T-Z:LP-DIR-T	g	27	pmagpy-4.2.24-1	PF18-100a	u	0	0	0.0	0.0	26	923.0
	This study		4.1	295.9	26.9	PF18-100a_LP-DIR-T	hargrave 2021-05-17 13:27:16	3.55e-08	2.7e-09	1.4000000000000001e-09	7.290000000000001e-10	8	273	PF18-100a_LP-DIR-T-28	LT-T-Z:LP-DIR-T	g	28	pmagpy-4.2.24-1	PF18-100a	u	0	0	0.0	0.0	27	933.0
	This study		3.8	303.9	37.1	PF18-100a_LP-DIR-T	hargrave 2021-05-18 15:47:48	3.33e-08	1.84e-09	1.4300000000000002e-09	8.790000000000001e-10	8	273	PF18-100a_LP-DIR-T-29	LT-T-Z:LP-DIR-T	g	29	pmagpy-4.2.24-1	PF18-100a	u	0	0	0.0	0.0	28	937.0
	This study		5.6	331.5	40.2	PF18-100a_LP-DIR-T	hargrave 2021-05-19 18:19:26	2e-08	1.51e-09	7.95e-10	1.09e-09	8	273	PF18-100a_LP-DIR-T-30	LT-T-Z:LP-DIR-T	g	30	pmagpy-4.2.24-1	PF18-100a	u	0	0	0.0	0.0	29	941.0
	This study		5.5	142.2	63.3	PF18-100a_LP-DIR-T	hargrave 2021-05-23 11:30:12	2.04e-08	3.1600000000000005e-10	2.18e-09	6.75e-10	8	273	PF18-100a_LP-DIR-T-31	LT-T-Z:LP-DIR-T	g	31	pmagpy-4.2.24-1	PF18-100a	u	0	0	0.0	0.0	30	945.0
	This study		6.1	284.4	31.1	PF18-100a_LP-DIR-T	hargrave 2021-05-24 13:45:23	3.15e-08	3.11e-09	1.7699999999999999e-09	9.99e-10	8	273	PF18-100a_LP-DIR-T-32	LT-T-Z:LP-DIR-T	g	32	pmagpy-4.2.24-1	PF18-100a	u	0	0	0.0	0.0	31	947.0
	This study		8.7	152.7	60.7	PF18-100a_LP-DIR-T	hargrave 2021-05-25 13:33:47	2.3100000000000002e-08	5e-10	3.77e-09	6.519999999999999e-10	8	273	PF18-100a_LP-DIR-T-33	LT-T-Z:LP-DIR-T	g	33	pmagpy-4.2.24-1	PF18-100a	u	0	0	0.0	0.0	32	949.0
	This study		6.1	322.3	43.5	PF18-100a_LP-DIR-T	hargrave 2021-05-26 14:15:33	2.04e-08	1.66e-09	1.11e-09	1.09e-09	8	273	PF18-100a_LP-DIR-T-34	LT-T-Z:LP-DIR-T	g	34	pmagpy-4.2.24-1	PF18-100a	u	0	0	0.0	0.0	33	951.0
	This study		12.4	172.0	42.3	PF18-100a_LP-DIR-T	hargrave 2021-05-30 16:05:33	1.81e-08	7.689999999999999e-10	4.020000000000001e-09	1.53e-10	8	273	PF18-100a_LP-DIR-T-35	LT-T-Z:LP-DIR-T	g	35	pmagpy-4.2.24-1	PF18-100a	u	0	0	0.0	0.0	34	953.0
	This study		0.5	228.3	53.6	PF18-101a_LP-DIR-T	hargrave 2021-04-08 14:54:04	3.83e-07	2.72e-09	1.21e-09	2.0100000000000003e-09	8	273	PF18-101a_LP-DIR-T-36	LT-NO:LP-DIR-T	g	36	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	0	273.0
	This study		2.3	226.8	53.6	PF18-101a_LP-DIR-T	hargrave 2021-04-09 14:15:27	3.79e-07	1.22e-08	8.78e-09	2.0600000000000003e-09	8	273	PF18-101a_LP-DIR-T-37	LT-T-Z:LP-DIR-T	g	37	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	1	323.0
	This study		0.7	223.9	52.8	PF18-101a_LP-DIR-T	hargrave 2021-04-10 14:42:53	3.6200000000000004e-07	1.6399999999999997e-09	3.77e-09	2.0600000000000003e-09	8	273	PF18-101a_LP-DIR-T-38	LT-T-Z:LP-DIR-T	g	38	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	2	373.0
	This study		1.4	230.2	45.9	PF18-101a_LP-DIR-T	hargrave 2021-04-11 13:16:15	2.95e-07	5.6000000000000005e-09	4.46e-09	1.6899999999999997e-09	8	273	PF18-101a_LP-DIR-T-39	LT-T-Z:LP-DIR-T	g	39	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	3	423.0
	This study		2.1	230.7	43.6	PF18-101a_LP-DIR-T	hargrave 2021-04-13 16:15:10	2.72e-07	7.83e-09	6.3900000000000005e-09	1.5299999999999999e-09	8	273	PF18-101a_LP-DIR-T-40	LT-T-Z:LP-DIR-T	g	40	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	4	473.0
	This study		2.0	231.0	41.7	PF18-101a_LP-DIR-T	hargrave 2021-04-18 15:05:11	2.57e-07	7.0799999999999995e-09	5.57e-09	1.6300000000000002e-09	8	273	PF18-101a_LP-DIR-T-41	LT-T-Z:LP-DIR-T	g	41	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	5	523.0
	This study		2.3	228.9	41.0	PF18-101a_LP-DIR-T	hargrave 2021-04-19 15:25:59	2.35e-07	6.9400000000000004e-09	6.25e-09	1.3800000000000002e-09	8	273	PF18-101a_LP-DIR-T-42	LT-T-Z:LP-DIR-T	g	42	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	6	573.0
	This study		2.9	230.8	39.7	PF18-101a_LP-DIR-T	hargrave 2021-04-20 13:52:12	2.1399999999999998e-07	8.16e-09	6.84e-09	1.4000000000000001e-09	8	273	PF18-101a_LP-DIR-T-43	LT-T-Z:LP-DIR-T	g	43	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	7	598.0
	This study		0.9	233.2	39.2	PF18-101a_LP-DIR-T	hargrave 2021-04-23 13:29:55	2.03e-07	2.31e-09	1.8299999999999999e-09	1.3e-09	8	273	PF18-101a_LP-DIR-T-44	LT-T-Z:LP-DIR-T	g	44	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	8	623.0
	This study		1.4	228.7	38.9	PF18-101a_LP-DIR-T	hargrave 2021-04-25 10:32:51	1.85e-07	3.77e-09	1.9e-09	1.5299999999999999e-09	8	273	PF18-101a_LP-DIR-T-45	LT-T-Z:LP-DIR-T	g	45	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	9	648.0
	This study		0.9	230.6	37.1	PF18-101a_LP-DIR-T	hargrave 2021-04-26 09:36:35	1.5e-07	1.6399999999999997e-09	7.66e-10	1.65e-09	8	273	PF18-101a_LP-DIR-T-46	LT-T-Z:LP-DIR-T	g	46	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	10	688.0
	This study		6.3	223.0	36.1	PF18-101a_LP-DIR-T	hargrave 2021-04-27 14:19:42	1.37e-07	1.07e-08	1.07e-08	1.4199999999999999e-09	8	273	PF18-101a_LP-DIR-T-47	LT-T-Z:LP-DIR-T	g	47	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	11	723.0
	This study		1.8	228.7	36.1	PF18-101a_LP-DIR-T	hargrave 2021-04-29 15:08:38	1.3e-07	2.52e-09	3.13e-09	1.21e-09	8	273	PF18-101a_LP-DIR-T-48	LT-T-Z:LP-DIR-T	g	48	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	12	748.0
	This study		3.3	226.0	35.5	PF18-101a_LP-DIR-T	hargrave 2021-05-01 10:17:52	1.1699999999999999e-07	5.1e-09	4.320000000000001e-09	1.15e-09	8	273	PF18-101a_LP-DIR-T-49	LT-T-Z:LP-DIR-T	g	49	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	13	773.0
	This study		2.1	219.4	33.7	PF18-101a_LP-DIR-T	hargrave 2021-05-02 16:48:31	1.1e-07	2.5e-09	3.2600000000000003e-09	9.7e-10	8	273	PF18-101a_LP-DIR-T-50	LT-T-Z:LP-DIR-T	g	50	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	14	793.0
	This study		6.1	219.9	34.3	PF18-101a_LP-DIR-T	hargrave 2021-05-04 09:28:35	9.55e-08	6.990000000000001e-09	7.2499999999999996e-09	1.26e-09	8	273	PF18-101a_LP-DIR-T-51	LT-T-Z:LP-DIR-T	g	51	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	15	808.0
	This study		1.1	224.3	33.3	PF18-101a_LP-DIR-T	hargrave 2021-05-04 19:07:51	8.29e-08	9.35e-10	8.849999999999999e-10	9.81e-10	8	273	PF18-101a_LP-DIR-T-52	LT-T-Z:LP-DIR-T	g	52	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	16	823.0
	This study		1.2	227.5	35.4	PF18-101a_LP-DIR-T	hargrave 2021-05-05 16:36:20	7.55e-08	9.49e-10	9.57e-10	1.01e-09	8	273	PF18-101a_LP-DIR-T-53	LT-T-Z:LP-DIR-T	g	53	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	17	833.0
	This study		1.7	223.6	30.3	PF18-101a_LP-DIR-T	hargrave 2021-05-06 22:50:23	5.04e-08	1.13e-09	1.01e-09	7.099999999999999e-10	8	273	PF18-101a_LP-DIR-T-54	LT-T-Z:LP-DIR-T	g	54	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	18	843.0
	This study		6.9	207.3	31.3	PF18-101a_LP-DIR-T	hargrave 2021-05-08 20:09:24	2.3500000000000002e-08	1.1199999999999999e-09	2.65e-09	2.4899999999999997e-10	8	273	PF18-101a_LP-DIR-T-55	LT-T-Z:LP-DIR-T	g	55	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	19	853.0
	This study		6.7	231.3	38.7	PF18-101a_LP-DIR-T	hargrave 2021-05-09 19:09:32	1.63e-08	9.22e-10	1.7600000000000001e-09	2.18e-10	8	273	PF18-101a_LP-DIR-T-56	LT-T-Z:LP-DIR-T	g	56	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	20	863.0
	This study		6.2	246.0	12.8	PF18-101a_LP-DIR-T	hargrave 2021-05-11 09:56:43	1.67e-08	1.56e-09	9.21e-10	2.99e-10	8	273	PF18-101a_LP-DIR-T-57	LT-T-Z:LP-DIR-T	g	57	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	21	873.0
	This study		4.0	219.4	20.0	PF18-101a_LP-DIR-T	hargrave 2021-05-12 09:54:03	2.44e-08	1.02e-09	1.4099999999999999e-09	2.89e-10	8	273	PF18-101a_LP-DIR-T-58	LT-T-Z:LP-DIR-T	g	58	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	22	883.0
	This study		8.2	201.4	13.7	PF18-101a_LP-DIR-T	hargrave 2021-05-13 12:46:56	2.18e-08	8.500000000000001e-10	3.07e-09	2.0500000000000002e-10	8	273	PF18-101a_LP-DIR-T-59	LT-T-Z:LP-DIR-T	g	59	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	23	893.0
	This study		7.4	205.2	14.0	PF18-101a_LP-DIR-T	hargrave 2021-05-13 14:14:04	2.21e-08	1.21e-09	2.6100000000000003e-09	4.3499999999999995e-10	8	273	PF18-101a_LP-DIR-T-60	LT-T-Z:LP-DIR-T	g	60	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	24	893.0
	This study		9.6	161.5	17.0	PF18-101a_LP-DIR-T	hargrave 2021-05-14 12:15:41	1.72e-08	5.42e-10	2.92e-09	1.4699999999999998e-10	8	273	PF18-101a_LP-DIR-T-61	LT-T-Z:LP-DIR-T	g	61	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	25	903.0
	This study		8.7	160.6	16.8	PF18-101a_LP-DIR-T	hargrave 2021-05-14 13:12:52	1.7e-08	4.04e-10	2.6800000000000003e-09	2.3199999999999997e-10	8	273	PF18-101a_LP-DIR-T-62	LT-T-Z:LP-DIR-T	g	62	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	26	903.0
	This study		4.1	167.4	16.9	PF18-101a_LP-DIR-T	hargrave 2021-05-14 13:22:25	1.6799999999999998e-08	3.48e-10	1.18e-09	2.58e-10	8	273	PF18-101a_LP-DIR-T-63	LT-T-Z:LP-DIR-T	g	63	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	27	903.0
	This study		3.9	163.7	10.4	PF18-101a_LP-DIR-T	hargrave 2021-05-15 10:25:23	1.67e-08	5.36e-10	1.22e-09	3.67e-10	8	273	PF18-101a_LP-DIR-T-64	LT-T-Z:LP-DIR-T	g	64	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	28	913.0
	This study		13.0	156.8	15.0	PF18-101a_LP-DIR-T	hargrave 2021-05-16 12:16:28	2.12e-08	1.21e-09	4.83e-09	1.97e-10	8	273	PF18-101a_LP-DIR-T-65	LT-T-Z:LP-DIR-T	g	65	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	29	923.0
	This study		5.0	158.7	15.0	PF18-101a_LP-DIR-T	hargrave 2021-05-16 12:59:51	2.11e-08	5.46e-10	1.7300000000000002e-09	4.76e-10	8	273	PF18-101a_LP-DIR-T-66	LT-T-Z:LP-DIR-T	g	66	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	30	923.0
	This study		9.0	164.8	3.1	PF18-101a_LP-DIR-T	hargrave 2021-05-17 13:28:50	1.81e-08	4.11e-10	2.92e-09	1.6899999999999999e-10	8	273	PF18-101a_LP-DIR-T-67	LT-T-Z:LP-DIR-T	g	67	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	31	933.0
	This study		12.1	204.6	14.1	PF18-101a_LP-DIR-T	hargrave 2021-05-18 15:49:23	2.57e-08	1.9600000000000003e-09	5.21e-09	1.95e-10	8	273	PF18-101a_LP-DIR-T-68	LT-T-Z:LP-DIR-T	g	68	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	32	937.0
	This study		3.8	66.3	-1.5	PF18-101a_LP-DIR-T	hargrave 2021-05-19 18:21:00	2.11e-08	1.4800000000000003e-09	1.0499999999999999e-09	8.599999999999999e-10	8	273	PF18-101a_LP-DIR-T-69	LT-T-Z:LP-DIR-T	g	69	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	33	941.0
	This study		2.0	93.3	12.6	PF18-101a_LP-DIR-T	hargrave 2021-05-23 11:31:47	2.09e-08	4.91e-10	9.88e-10	7.679999999999999e-10	8	273	PF18-101a_LP-DIR-T-70	LT-T-Z:LP-DIR-T	g	70	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	34	945.0
	This study		5.8	234.8	1.5	PF18-101a_LP-DIR-T	hargrave 2021-05-24 13:46:58	3.02e-08	1.6899999999999997e-09	3e-09	2.86e-10	8	273	PF18-101a_LP-DIR-T-71	LT-T-Z:LP-DIR-T	g	71	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	35	947.0
	This study		3.7	208.7	18.4	PF18-101a_LP-DIR-T	hargrave 2021-05-25 13:35:22	2.74e-08	5.37e-10	1.79e-09	2.7699999999999997e-10	8	273	PF18-101a_LP-DIR-T-72	LT-T-Z:LP-DIR-T	g	72	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	36	949.0
	This study		7.7	185.7	16.2	PF18-101a_LP-DIR-T	hargrave 2021-05-26 14:17:06	2.2200000000000004e-08	4.669999999999999e-10	2.98e-09	2.55e-10	8	273	PF18-101a_LP-DIR-T-73	LT-T-Z:LP-DIR-T	g	73	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	37	951.0
	This study		8.5	180.6	9.0	PF18-101a_LP-DIR-T	hargrave 2021-05-30 16:07:07	1.88e-08	3.9600000000000003e-10	2.7699999999999997e-09	5.52e-10	8	273	PF18-101a_LP-DIR-T-74	LT-T-Z:LP-DIR-T	g	74	pmagpy-4.2.24-1	PF18-101a	u	0	0	0.0	0.0	38	953.0
	This study		0.6	201.1	82.8	PF18-102a_LP-DIR-T	hargrave 2021-04-08 14:55:41	4.94e-07	4.74e-09	2.8100000000000004e-09	9.43e-10	8	273	PF18-102a_LP-DIR-T-75	LT-NO:LP-DIR-T	g	75	pmagpy-4.2.24-1	PF18-102a	u	0	0	0.0	0.0	0	273.0
	This study		0.8	205.9	82.9	PF18-102a_LP-DIR-T	hargrave 2021-04-09 14:17:04	4.92e-07	5.45e-09	4.4700000000000005e-09	8.33e-10	8	273	PF18-102a_LP-DIR-T-76	LT-T-Z:LP-DIR-T	g	76	pmagpy-4.2.24-1	PF18-102a	u	0	0	0.0	0.0	1	323.0
	This study		0.4	212.4	83.1	PF18-102a_LP-DIR-T	hargrave 2021-04-10 14:44:31	4.7299999999999996e-07	2.51e-09	2e-09	7.580000000000001e-10	8	273	PF18-102a_LP-DIR-T-77	LT-T-Z:LP-DIR-T	g	77	pmagpy-4.2.24-1	PF18-102a	u	0	0	0.0	0.0	2	373.0
	This study		0.3	270.6	82.8	PF18-102a_LP-DIR-T	hargrave 2021-04-11 13:17:52	3.94e-07	1.4300000000000002e-09	1.62e-09	5.48e-10	8	273	PF18-102a_LP-DIR-T-78	LT-T-Z:LP-DIR-T	g	78	pmagpy-4.2.24-1	PF18-102a	u	0	0	0.0	0.0	3	423.0
	This study		0.3	282.5	81.0	PF18-102a_LP-DIR-T	hargrave 2021-04-13 16:16:32	3.7e-07	1.5e-09	1.22e-09	4.68e-10	8	273	PF18-102a_LP-DIR-T-79	LT-T-Z:LP-DIR-T	g	79	pmagpy-4.2.24-1	PF18-102a	u	0	0	0.0	0.0	4	473.0
	This study		0.7	288.0	78.9	PF18-102a_LP-DIR-T	hargrave 2021-04-18 15:06:33	3.5e-07	3.84e-09	1.6699999999999998e-09	5.09e-10	8	273	PF18-102a_LP-DIR-T-80	LT-T-Z:LP-DIR-T	g	80	pmagpy-4.2.24-1	PF18-102a	u	0	0	0.0	0.0	5	523.0
	This study		0.5	288.2	78.1	PF18-102a_LP-DIR-T	hargrave 2021-04-19 15:27:36	3.16e-07	1.66e-09	1.92e-09	6.149999999999999e-10	8	273	PF18-102a_LP-DIR-T-81	LT-T-Z:LP-DIR-T	g	81	pmagpy-4.2.24-1	PF18-102a	u	0	0	0.0	0.0	6	573.0
