tab	measurements																									
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
PF18-100a_LP-DIR-T-12	PF18-100a_LP-DIR-T	PF18-100a	1.2	290	66	0	0	0	0	11	723	This study	hargrave 2021-04-27 14:18:09	LT-T-Z:LP-DIR-T	g	12	u	8	273			pmagpy-4.2.24-1	1.75E-07	3.48E-09	1.12E-09	1.03E-09
PF18-100a_LP-DIR-T-13	PF18-100a_LP-DIR-T	PF18-100a	1.2	292.2	65.6	0	0	0	0	12	748	This study	hargrave 2021-04-29 15:07:04	LT-T-Z:LP-DIR-T	g	13	u	8	273			pmagpy-4.2.24-1	1.66E-07	3.03E-09	1.36E-09	1.14E-09
PF18-100a_LP-DIR-T-14	PF18-100a_LP-DIR-T	PF18-100a	2	287.4	65	0	0	0	0	13	773	This study	hargrave 2021-05-01 10:16:17	LT-T-Z:LP-DIR-T	g	14	u	8	273			pmagpy-4.2.24-1	1.54E-07	5.37E-09	6.43E-10	7.42E-10
PF18-100a_LP-DIR-T-15	PF18-100a_LP-DIR-T	PF18-100a	1.2	284.4	64.3	0	0	0	0	14	793	This study	hargrave 2021-05-02 16:46:28	LT-T-Z:LP-DIR-T	g	15	u	8	273			pmagpy-4.2.24-1	1.44E-07	2.67E-09	9.70E-10	7.39E-10
PF18-100a_LP-DIR-T-16	PF18-100a_LP-DIR-T	PF18-100a	2.8	287	63.4	0	0	0	0	15	808	This study	hargrave 2021-05-04 09:27:02	LT-T-Z:LP-DIR-T	g	16	u	8	273			pmagpy-4.2.24-1	1.30E-07	6.25E-09	8.19E-10	8.15E-10
PF18-100a_LP-DIR-T-17	PF18-100a_LP-DIR-T	PF18-100a	2.7	281.9	62.8	0	0	0	0	16	823	This study	hargrave 2021-05-04 19:06:18	LT-T-Z:LP-DIR-T	g	17	u	8	273			pmagpy-4.2.24-1	1.18E-07	5.29E-09	1.15E-09	8.91E-10
PF18-100a_LP-DIR-T-18	PF18-100a_LP-DIR-T	PF18-100a	2.2	282.2	63.3	0	0	0	0	17	833	This study	hargrave 2021-05-05 16:34:47	LT-T-Z:LP-DIR-T	g	18	u	8	273			pmagpy-4.2.24-1	1.08E-07	3.87E-09	1.27E-09	9.16E-10
PF18-100a_LP-DIR-T-19	PF18-100a_LP-DIR-T	PF18-100a	1.9	272.4	61.5	0	0	0	0	18	843	This study	hargrave 2021-05-06 22:48:50	LT-T-Z:LP-DIR-T	g	19	u	8	273			pmagpy-4.2.24-1	7.65E-08	1.90E-09	1.48E-09	8.61E-10
PF18-100a_LP-DIR-T-20	PF18-100a_LP-DIR-T	PF18-100a	4.3	260.2	62.2	0	0	0	0	19	853	This study	hargrave 2021-05-08 20:07:51	LT-T-Z:LP-DIR-T	g	20	u	8	273			pmagpy-4.2.24-1	5.00E-08	3.12E-09	2.03E-09	6.51E-10
PF18-100a_LP-DIR-T-21	PF18-100a_LP-DIR-T	PF18-100a	4.3	252.3	61.3	0	0	0	0	20	863	This study	hargrave 2021-05-09 19:07:59	LT-T-Z:LP-DIR-T	g	21	u	8	273			pmagpy-4.2.24-1	4.39E-08	2.25E-09	2.26E-09	8.73E-10
PF18-100a_LP-DIR-T-22	PF18-100a_LP-DIR-T	PF18-100a	4.2	289.1	52.6	0	0	0	0	21	873	This study	hargrave 2021-05-11 09:55:10	LT-T-Z:LP-DIR-T	g	22	u	8	273			pmagpy-4.2.24-1	4.27E-08	2.78E-09	9.16E-10	1.06E-09
PF18-100a_LP-DIR-T-23	PF18-100a_LP-DIR-T	PF18-100a	5.4	216.5	60.9	0	0	0	0	22	883	This study	hargrave 2021-05-12 09:52:29	LT-T-Z:LP-DIR-T	g	23	u	8	273			pmagpy-4.2.24-1	3.27E-08	1.93E-09	2.40E-09	5.86E-10
PF18-100a_LP-DIR-T-24	PF18-100a_LP-DIR-T	PF18-100a	5.4	209.9	58.8	0	0	0	0	23	893	This study	hargrave 2021-05-13 12:45:23	LT-T-Z:LP-DIR-T	g	24	u	8	273			pmagpy-4.2.24-1	2.83E-08	1.07E-09	2.44E-09	3.69E-10
PF18-100a_LP-DIR-T-25	PF18-100a_LP-DIR-T	PF18-100a	6.4	191	56.7	0	0	0	0	24	903	This study	hargrave 2021-05-14 12:14:07	LT-T-Z:LP-DIR-T	g	25	u	8	273			pmagpy-4.2.24-1	2.65E-08	8.73E-10	2.86E-09	1.94E-10
PF18-100a_LP-DIR-T-26	PF18-100a_LP-DIR-T	PF18-100a	6	273	34.4	0	0	0	0	25	913	This study	hargrave 2021-05-15 10:23:47	LT-T-Z:LP-DIR-T	g	26	u	8	273			pmagpy-4.2.24-1	3.32E-08	3.06E-09	1.46E-09	1.02E-09
PF18-100a_LP-DIR-T-27	PF18-100a_LP-DIR-T	PF18-100a	7.4	171	63.2	0	0	0	0	26	923	This study	hargrave 2021-05-16 12:14:53	LT-T-Z:LP-DIR-T	g	27	u	8	273			pmagpy-4.2.24-1	2.73E-08	7.25E-10	3.53E-09	2.12E-10
PF18-100a_LP-DIR-T-28	PF18-100a_LP-DIR-T	PF18-100a	4.1	295.9	26.9	0	0	0	0	27	933	This study	hargrave 2021-05-17 13:27:16	LT-T-Z:LP-DIR-T	g	28	u	8	273			pmagpy-4.2.24-1	3.55E-08	2.70E-09	1.40E-09	7.29E-10
PF18-100a_LP-DIR-T-29	PF18-100a_LP-DIR-T	PF18-100a	3.8	303.9	37.1	0	0	0	0	28	937	This study	hargrave 2021-05-18 15:47:48	LT-T-Z:LP-DIR-T	g	29	u	8	273			pmagpy-4.2.24-1	3.33E-08	1.84E-09	1.43E-09	8.79E-10
PF18-100a_LP-DIR-T-30	PF18-100a_LP-DIR-T	PF18-100a	5.6	331.5	40.2	0	0	0	0	29	941	This study	hargrave 2021-05-19 18:19:26	LT-T-Z:LP-DIR-T	g	30	u	8	273			pmagpy-4.2.24-1	2.00E-08	1.51E-09	7.95E-10	1.09E-09
PF18-100a_LP-DIR-T-31	PF18-100a_LP-DIR-T	PF18-100a	5.5	142.2	63.3	0	0	0	0	30	945	This study	hargrave 2021-05-23 11:30:12	LT-T-Z:LP-DIR-T	g	31	u	8	273			pmagpy-4.2.24-1	2.04E-08	3.16E-10	2.18E-09	6.75E-10
PF18-100a_LP-DIR-T-32	PF18-100a_LP-DIR-T	PF18-100a	6.1	284.4	31.1	0	0	0	0	31	947	This study	hargrave 2021-05-24 13:45:23	LT-T-Z:LP-DIR-T	g	32	u	8	273			pmagpy-4.2.24-1	3.15E-08	3.11E-09	1.77E-09	9.99E-10
PF18-100a_LP-DIR-T-33	PF18-100a_LP-DIR-T	PF18-100a	8.7	152.7	60.7	0	0	0	0	32	949	This study	hargrave 2021-05-25 13:33:47	LT-T-Z:LP-DIR-T	g	33	u	8	273			pmagpy-4.2.24-1	2.31E-08	5.00E-10	3.77E-09	6.52E-10
PF18-100a_LP-DIR-T-34	PF18-100a_LP-DIR-T	PF18-100a	6.1	322.3	43.5	0	0	0	0	33	951	This study	hargrave 2021-05-26 14:15:33	LT-T-Z:LP-DIR-T	g	34	u	8	273			pmagpy-4.2.24-1	2.04E-08	1.66E-09	1.11E-09	1.09E-09
PF18-100a_LP-DIR-T-35	PF18-100a_LP-DIR-T	PF18-100a	12.4	172	42.3	0	0	0	0	34	953	This study	hargrave 2021-05-30 16:05:33	LT-T-Z:LP-DIR-T	b	35	u	8	273			pmagpy-4.2.24-1	1.81E-08	7.69E-10	4.02E-09	1.53E-10
PF18-100a_LP-DIR-T-36	PF18-100a_LP-DIR-T	PF18-100a	4.6	311.1	16.2	0	0	0	0	35	955	This study	hargrave 2021-06-02 09:57:48	LT-T-Z:LP-DIR-T	g	36	u	8	273			pmagpy-4.2.24-1	2.35E-08	2.31E-09	6.53E-10	2.21E-10
PF18-100a_LP-DIR-T-37	PF18-100a_LP-DIR-T	PF18-100a	8.9	112.9	36.9	0	0	0	0	36	957	This study	hargrave 2021-06-03 18:51:32	LT-T-Z:LP-DIR-T	g	37	u	8	273			pmagpy-4.2.24-1	1.07E-08	3.01E-10	2.49E-09	1.08E-10
PF18-100a_LP-DIR-T-38	PF18-100a_LP-DIR-T	PF18-100a	7.6	85.7	33.6	0	0	0	0	37	959	This study	hargrave 2021-06-04 17:33:37	LT-T-Z:LP-DIR-T	g	38	u	8	273			pmagpy-4.2.24-1	8.73E-09	5.64E-10	2.01E-09	2.84E-10
PF18-100a_LP-DIR-T-39	PF18-100a_LP-DIR-T	PF18-100a	6.1	264.8	11.7	0	0	0	0	38	961	This study	hargrave 2021-06-05 15:49:09	LT-T-Z:LP-DIR-T	g	39	u	8	273			pmagpy-4.2.24-1	9.67E-09	6.68E-10	2.08E-09	1.56E-10
PF18-100a_LP-DIR-T-40	PF18-100a_LP-DIR-T	PF18-100a	7.5	128.9	-3	0	0	0	0	39	963	This study	hargrave 2021-06-06 14:46:18	LT-T-Z:LP-DIR-T	g	40	u	8	273			pmagpy-4.2.24-1	1.29E-08	3.36E-10	2.55E-09	2.09E-10
PF18-100a_LP-DIR-T-41	PF18-100a_LP-DIR-T	PF18-100a	11.6	115.3	3.6	0	0	0	0	40	965	This study	hargrave 2021-06-08 10:17:21	LT-T-Z:LP-DIR-T	g	41	u	8	273			pmagpy-4.2.24-1	1.27E-08	1.67E-09	2.48E-09	4.84E-10
PF18-101a_LP-DIR-T-42	PF18-101a_LP-DIR-T	PF18-101a	0.5	228.3	53.6	0	0	0	0	0	273	This study	hargrave 2021-04-08 14:54:04	LT-NO:LP-DIR-T	g	42	u	8	273			pmagpy-4.2.24-1	3.83E-07	2.72E-09	1.21E-09	2.01E-09
PF18-101a_LP-DIR-T-43	PF18-101a_LP-DIR-T	PF18-101a	2.3	226.8	53.6	0	0	0	0	1	323	This study	hargrave 2021-04-09 14:15:27	LT-T-Z:LP-DIR-T	g	43	u	8	273			pmagpy-4.2.24-1	3.79E-07	1.22E-08	8.78E-09	2.06E-09
PF18-101a_LP-DIR-T-44	PF18-101a_LP-DIR-T	PF18-101a	0.7	223.9	52.8	0	0	0	0	2	373	This study	hargrave 2021-04-10 14:42:53	LT-T-Z:LP-DIR-T	g	44	u	8	273			pmagpy-4.2.24-1	3.62E-07	1.64E-09	3.77E-09	2.06E-09
PF18-101a_LP-DIR-T-45	PF18-101a_LP-DIR-T	PF18-101a	1.4	230.2	45.9	0	0	0	0	3	423	This study	hargrave 2021-04-11 13:16:15	LT-T-Z:LP-DIR-T	g	45	u	8	273			pmagpy-4.2.24-1	2.95E-07	5.60E-09	4.46E-09	1.69E-09
PF18-101a_LP-DIR-T-46	PF18-101a_LP-DIR-T	PF18-101a	2.1	230.7	43.6	0	0	0	0	4	473	This study	hargrave 2021-04-13 16:15:10	LT-T-Z:LP-DIR-T	g	46	u	8	273			pmagpy-4.2.24-1	2.72E-07	7.83E-09	6.39E-09	1.53E-09
PF18-101a_LP-DIR-T-47	PF18-101a_LP-DIR-T	PF18-101a	2	231	41.7	0	0	0	0	5	523	This study	hargrave 2021-04-18 15:05:11	LT-T-Z:LP-DIR-T	g	47	u	8	273			pmagpy-4.2.24-1	2.57E-07	7.08E-09	5.57E-09	1.63E-09
PF18-101a_LP-DIR-T-48	PF18-101a_LP-DIR-T	PF18-101a	2.3	228.9	41	0	0	0	0	6	573	This study	hargrave 2021-04-19 15:25:59	LT-T-Z:LP-DIR-T	g	48	u	8	273			pmagpy-4.2.24-1	2.35E-07	6.94E-09	6.25E-09	1.38E-09
PF18-101a_LP-DIR-T-49	PF18-101a_LP-DIR-T	PF18-101a	2.9	230.8	39.7	0	0	0	0	7	598	This study	hargrave 2021-04-20 13:52:12	LT-T-Z:LP-DIR-T	g	49	u	8	273			pmagpy-4.2.24-1	2.14E-07	8.16E-09	6.84E-09	1.40E-09
PF18-101a_LP-DIR-T-50	PF18-101a_LP-DIR-T	PF18-101a	0.9	233.2	39.2	0	0	0	0	8	623	This study	hargrave 2021-04-23 13:29:55	LT-T-Z:LP-DIR-T	g	50	u	8	273			pmagpy-4.2.24-1	2.03E-07	2.31E-09	1.83E-09	1.30E-09
PF18-101a_LP-DIR-T-51	PF18-101a_LP-DIR-T	PF18-101a	1.4	228.7	38.9	0	0	0	0	9	648	This study	hargrave 2021-04-25 10:32:51	LT-T-Z:LP-DIR-T	g	51	u	8	273			pmagpy-4.2.24-1	1.85E-07	3.77E-09	1.90E-09	1.53E-09
PF18-101a_LP-DIR-T-52	PF18-101a_LP-DIR-T	PF18-101a	0.9	230.6	37.1	0	0	0	0	10	688	This study	hargrave 2021-04-26 09:36:35	LT-T-Z:LP-DIR-T	g	52	u	8	273			pmagpy-4.2.24-1	1.50E-07	1.64E-09	7.66E-10	1.65E-09
PF18-101a_LP-DIR-T-53	PF18-101a_LP-DIR-T	PF18-101a	6.3	223	36.1	0	0	0	0	11	723	This study	hargrave 2021-04-27 14:19:42	LT-T-Z:LP-DIR-T	g	53	u	8	273			pmagpy-4.2.24-1	1.37E-07	1.07E-08	1.07E-08	1.42E-09
PF18-101a_LP-DIR-T-54	PF18-101a_LP-DIR-T	PF18-101a	1.8	228.7	36.1	0	0	0	0	12	748	This study	hargrave 2021-04-29 15:08:38	LT-T-Z:LP-DIR-T	g	54	u	8	273			pmagpy-4.2.24-1	1.30E-07	2.52E-09	3.13E-09	1.21E-09
PF18-101a_LP-DIR-T-55	PF18-101a_LP-DIR-T	PF18-101a	3.3	226	35.5	0	0	0	0	13	773	This study	hargrave 2021-05-01 10:17:52	LT-T-Z:LP-DIR-T	g	55	u	8	273			pmagpy-4.2.24-1	1.17E-07	5.10E-09	4.32E-09	1.15E-09
PF18-101a_LP-DIR-T-56	PF18-101a_LP-DIR-T	PF18-101a	2.1	219.4	33.7	0	0	0	0	14	793	This study	hargrave 2021-05-02 16:48:31	LT-T-Z:LP-DIR-T	g	56	u	8	273			pmagpy-4.2.24-1	1.10E-07	2.50E-09	3.26E-09	9.70E-10
PF18-101a_LP-DIR-T-57	PF18-101a_LP-DIR-T	PF18-101a	6.1	219.9	34.3	0	0	0	0	15	808	This study	hargrave 2021-05-04 09:28:35	LT-T-Z:LP-DIR-T	g	57	u	8	273			pmagpy-4.2.24-1	9.55E-08	6.99E-09	7.25E-09	1.26E-09
PF18-101a_LP-DIR-T-58	PF18-101a_LP-DIR-T	PF18-101a	1.1	224.3	33.3	0	0	0	0	16	823	This study	hargrave 2021-05-04 19:07:51	LT-T-Z:LP-DIR-T	g	58	u	8	273			pmagpy-4.2.24-1	8.29E-08	9.35E-10	8.85E-10	9.81E-10
PF18-101a_LP-DIR-T-59	PF18-101a_LP-DIR-T	PF18-101a	1.2	227.5	35.4	0	0	0	0	17	833	This study	hargrave 2021-05-05 16:36:20	LT-T-Z:LP-DIR-T	g	59	u	8	273			pmagpy-4.2.24-1	7.55E-08	9.49E-10	9.57E-10	1.01E-09
PF18-101a_LP-DIR-T-60	PF18-101a_LP-DIR-T	PF18-101a	1.7	223.6	30.3	0	0	0	0	18	843	This study	hargrave 2021-05-06 22:50:23	LT-T-Z:LP-DIR-T	g	60	u	8	273			pmagpy-4.2.24-1	5.04E-08	1.13E-09	1.01E-09	7.10E-10
PF18-101a_LP-DIR-T-61	PF18-101a_LP-DIR-T	PF18-101a	6.9	207.3	31.3	0	0	0	0	19	853	This study	hargrave 2021-05-08 20:09:24	LT-T-Z:LP-DIR-T	g	61	u	8	273			pmagpy-4.2.24-1	2.35E-08	1.12E-09	2.65E-09	2.49E-10
PF18-101a_LP-DIR-T-62	PF18-101a_LP-DIR-T	PF18-101a	6.7	231.3	38.7	0	0	0	0	20	863	This study	hargrave 2021-05-09 19:09:32	LT-T-Z:LP-DIR-T	g	62	u	8	273			pmagpy-4.2.24-1	1.63E-08	9.22E-10	1.76E-09	2.18E-10
PF18-101a_LP-DIR-T-63	PF18-101a_LP-DIR-T	PF18-101a	6.2	246	12.8	0	0	0	0	21	873	This study	hargrave 2021-05-11 09:56:43	LT-T-Z:LP-DIR-T	g	63	u	8	273			pmagpy-4.2.24-1	1.67E-08	1.56E-09	9.21E-10	2.99E-10
PF18-101a_LP-DIR-T-64	PF18-101a_LP-DIR-T	PF18-101a	4	219.4	20	0	0	0	0	22	883	This study	hargrave 2021-05-12 09:54:03	LT-T-Z:LP-DIR-T	g	64	u	8	273			pmagpy-4.2.24-1	2.44E-08	1.02E-09	1.41E-09	2.89E-10
PF18-101a_LP-DIR-T-65	PF18-101a_LP-DIR-T	PF18-101a	8.2	201.4	13.7	0	0	0	0	23	893	This study	hargrave 2021-05-13 12:46:56	LT-T-Z:LP-DIR-T	g	65	u	8	273			pmagpy-4.2.24-1	2.18E-08	8.50E-10	3.07E-09	2.05E-10
PF18-101a_LP-DIR-T-66	PF18-101a_LP-DIR-T	PF18-101a	7.4	205.2	14	0	0	0	0	24	893	This study	hargrave 2021-05-13 14:14:04	LT-T-Z:LP-DIR-T	g	66	u	8	273			pmagpy-4.2.24-1	2.21E-08	1.21E-09	2.61E-09	4.35E-10
PF18-101a_LP-DIR-T-67	PF18-101a_LP-DIR-T	PF18-101a	9.6	161.5	17	0	0	0	0	25	903	This study	hargrave 2021-05-14 12:15:41	LT-T-Z:LP-DIR-T	g	67	u	8	273			pmagpy-4.2.24-1	1.72E-08	5.42E-10	2.92E-09	1.47E-10
PF18-101a_LP-DIR-T-68	PF18-101a_LP-DIR-T	PF18-101a	8.7	160.6	16.8	0	0	0	0	26	903	This study	hargrave 2021-05-14 13:12:52	LT-T-Z:LP-DIR-T	g	68	u	8	273			pmagpy-4.2.24-1	1.70E-08	4.04E-10	2.68E-09	2.32E-10
PF18-101a_LP-DIR-T-69	PF18-101a_LP-DIR-T	PF18-101a	4.1	167.4	16.9	0	0	0	0	27	903	This study	hargrave 2021-05-14 13:22:25	LT-T-Z:LP-DIR-T	g	69	u	8	273			pmagpy-4.2.24-1	1.68E-08	3.48E-10	1.18E-09	2.58E-10
PF18-101a_LP-DIR-T-70	PF18-101a_LP-DIR-T	PF18-101a	3.9	163.7	10.4	0	0	0	0	28	913	This study	hargrave 2021-05-15 10:25:23	LT-T-Z:LP-DIR-T	g	70	u	8	273			pmagpy-4.2.24-1	1.67E-08	5.36E-10	1.22E-09	3.67E-10
PF18-101a_LP-DIR-T-71	PF18-101a_LP-DIR-T	PF18-101a	13	156.8	15	0	0	0	0	29	923	This study	hargrave 2021-05-16 12:16:28	LT-T-Z:LP-DIR-T	b	71	u	8	273			pmagpy-4.2.24-1	2.12E-08	1.21E-09	4.83E-09	1.97E-10
PF18-101a_LP-DIR-T-72	PF18-101a_LP-DIR-T	PF18-101a	5	158.7	15	0	0	0	0	30	923	This study	hargrave 2021-05-16 12:59:51	LT-T-Z:LP-DIR-T	g	72	u	8	273			pmagpy-4.2.24-1	2.11E-08	5.46E-10	1.73E-09	4.76E-10
PF18-101a_LP-DIR-T-73	PF18-101a_LP-DIR-T	PF18-101a	9	164.8	3.1	0	0	0	0	31	933	This study	hargrave 2021-05-17 13:28:50	LT-T-Z:LP-DIR-T	g	73	u	8	273			pmagpy-4.2.24-1	1.81E-08	4.11E-10	2.92E-09	1.69E-10
PF18-101a_LP-DIR-T-74	PF18-101a_LP-DIR-T	PF18-101a	12.1	204.6	14.1	0	0	0	0	32	937	This study	hargrave 2021-05-18 15:49:23	LT-T-Z:LP-DIR-T	b	74	u	8	273			pmagpy-4.2.24-1	2.57E-08	1.96E-09	5.21E-09	1.95E-10
PF18-101a_LP-DIR-T-75	PF18-101a_LP-DIR-T	PF18-101a	3.8	66.3	-1.5	0	0	0	0	33	941	This study	hargrave 2021-05-19 18:21:00	LT-T-Z:LP-DIR-T	g	75	u	8	273			pmagpy-4.2.24-1	2.11E-08	1.48E-09	1.05E-09	8.60E-10
PF18-101a_LP-DIR-T-76	PF18-101a_LP-DIR-T	PF18-101a	2	93.3	12.6	0	0	0	0	34	945	This study	hargrave 2021-05-23 11:31:47	LT-T-Z:LP-DIR-T	g	76	u	8	273			pmagpy-4.2.24-1	2.09E-08	4.91E-10	9.88E-10	7.68E-10
PF18-101a_LP-DIR-T-77	PF18-101a_LP-DIR-T	PF18-101a	5.8	234.8	1.5	0	0	0	0	35	947	This study	hargrave 2021-05-24 13:46:58	LT-T-Z:LP-DIR-T	g	77	u	8	273			pmagpy-4.2.24-1	3.02E-08	1.69E-09	3.00E-09	2.86E-10
PF18-101a_LP-DIR-T-78	PF18-101a_LP-DIR-T	PF18-101a	3.7	208.7	18.4	0	0	0	0	36	949	This study	hargrave 2021-05-25 13:35:22	LT-T-Z:LP-DIR-T	g	78	u	8	273			pmagpy-4.2.24-1	2.74E-08	5.37E-10	1.79E-09	2.77E-10
PF18-101a_LP-DIR-T-79	PF18-101a_LP-DIR-T	PF18-101a	7.7	185.7	16.2	0	0	0	0	37	951	This study	hargrave 2021-05-26 14:17:06	LT-T-Z:LP-DIR-T	g	79	u	8	273			pmagpy-4.2.24-1	2.22E-08	4.67E-10	2.98E-09	2.55E-10
PF18-101a_LP-DIR-T-80	PF18-101a_LP-DIR-T	PF18-101a	8.5	180.6	9	0	0	0	0	38	953	This study	hargrave 2021-05-30 16:07:07	LT-T-Z:LP-DIR-T	g	80	u	8	273			pmagpy-4.2.24-1	1.88E-08	3.96E-10	2.77E-09	5.52E-10
PF18-101a_LP-DIR-T-81	PF18-101a_LP-DIR-T	PF18-101a	7.1	162.6	-2.1	0	0	0	0	39	955	This study	hargrave 2021-06-02 09:59:22	LT-T-Z:LP-DIR-T	g	81	u	8	273			pmagpy-4.2.24-1	1.64E-08	2.93E-10	2.07E-09	6.33E-10
PF18-101a_LP-DIR-T-82	PF18-101a_LP-DIR-T	PF18-101a	7.6	108.5	-0.4	0	0	0	0	40	957	This study	hargrave 2021-06-03 18:53:05	LT-T-Z:LP-DIR-T	g	82	u	8	273			pmagpy-4.2.24-1	1.55E-08	1.35E-09	2.44E-09	3.31E-10
PF18-101a_LP-DIR-T-83	PF18-101a_LP-DIR-T	PF18-101a	6.7	52.8	-11	0	0	0	0	41	959	This study	hargrave 2021-06-04 17:35:10	LT-T-Z:LP-DIR-T	g	83	u	8	273			pmagpy-4.2.24-1	1.93E-08	6.59E-10	2.37E-09	9.52E-10
PF18-101a_LP-DIR-T-84	PF18-101a_LP-DIR-T	PF18-101a	3.9	251.1	9.5	0	0	0	0	42	961	This study	hargrave 2021-06-05 15:50:44	LT-T-Z:LP-DIR-T	g	84	u	8	273			pmagpy-4.2.24-1	1.80E-08	6.19E-10	2.14E-09	5.95E-10
PF18-101a_LP-DIR-T-85	PF18-101a_LP-DIR-T	PF18-101a	7.1	118	-3.3	0	0	0	0	43	963	This study	hargrave 2021-06-06 14:47:53	LT-T-Z:LP-DIR-T	g	85	u	8	273			pmagpy-4.2.24-1	1.45E-08	8.16E-10	2.35E-09	1.41E-10
PF18-101a_LP-DIR-T-86	PF18-101a_LP-DIR-T	PF18-101a	5.3	98.1	2.8	0	0	0	0	44	965	This study	hargrave 2021-06-08 10:18:55	LT-T-Z:LP-DIR-T	g	86	u	8	273			pmagpy-4.2.24-1	1.58E-08	1.03E-09	2.02E-09	7.67E-10
PF18-102a_LP-DIR-T-87	PF18-102a_LP-DIR-T	PF18-102a	0.6	201.1	82.8	0	0	0	0	0	273	This study	hargrave 2021-04-08 14:55:41	LT-NO:LP-DIR-T	g	87	u	8	273			pmagpy-4.2.24-1	4.94E-07	4.74E-09	2.81E-09	9.43E-10
PF18-102a_LP-DIR-T-88	PF18-102a_LP-DIR-T	PF18-102a	0.8	205.9	82.9	0	0	0	0	1	323	This study	hargrave 2021-04-09 14:17:04	LT-T-Z:LP-DIR-T	g	88	u	8	273			pmagpy-4.2.24-1	4.92E-07	5.45E-09	4.47E-09	8.33E-10
